Full_Name,Country,Wins,Loses,Decision,Wins_By_KO,Loses_By_KO,Wins_By_Submission,Loses_By_Submission,Champion
Banaszak Stephen,USA,5.0,5.0,0.0,1.0,1.0,4.0,4.0,0
Banda Raymond,USA,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0
Bandeira Vitelmo Kubis,USA,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0
Bandejas Ricky,USA,0.0,0.0,0.0,6.0,0.0,3.0,3.0,0
Bandel Marcin,POL,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0
Bandenay Humberto,PER,0.0,0.0,0.0,5.0,1.0,6.0,4.0,0
Bandiwan Ismael,PHI,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Bandoui Yacine,PHI,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Bane Shane,PHI,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Banegas Junior,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Banes Clay,PHI,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Baneschi Davide,PHI,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0
Banevicius Denas,PHI,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0
Bang Seung Hwan,PHI,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
Bang Tae Hyun,KOR,0.0,0.0,0.0,9.0,0.0,0.0,3.0,0
Bangert Josh,KOR,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Banikonis Edgaras,LTU,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0
Banks Carrington,USA,9.0,2.0,0.0,2.0,1.0,1.0,1.0,0
Banks Edward,USA,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0
Banks Hernandez,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Banks Joey,USA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Banks Johnathan,USA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Banks Steven,USA,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0
Banks Yohan,USA,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Bankston Devondrick,USA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Banning Robbie,USA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Bannon Mike,USA,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0
Banovic Darko,AUT,0.0,0.0,0.0,7.0,3.0,6.0,1.0,0
Bantiag Troy,PHI,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0
Banuelos Antonio,USA,0.0,0.0,0.0,7.0,6.0,1.0,2.0,0
Banuet David,USA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Banville Don,USA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Bao Yinna,USA,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0
Baptist Brian,USA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Baptista Prisco Claudio,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Baptiste Dora,USA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Baptiste William,USA,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0
Barabash Alexander,USA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Baragunov Asker,USA,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Barahona Alexander,MEX,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Barahona Gabe,MEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Barahona Geb,MEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Barahona Henry,USA,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
Baraiac Ruben,USA,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0
Barajas Antonio,MEX,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Barajas Joe,USA,0.0,0.0,0.0,4.0,1.0,3.0,1.0,0
Barajas Steven,USA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Barakat Baker,USA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Barakat Nabih,USA,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0
Baraldo Vinicius,BRA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Baran Dominik,BRA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Baranauskas Mindaugas,BRA,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0
Baranov Valentin,BRA,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0
Barao Renan,BRA,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0
Barata Junior,BRA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Baratov Khasankhon,UZB,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Barbarosa Sergiu,UZB,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Barbaryan Alexander,UKR,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Barber Christian,USA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Barber James,USA,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0
Barber Kevin,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Barber Maycee,USA,9.0,2.0,0.0,5.0,0.0,2.0,0.0,0
Barber Miranda,USA,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0
Barber Neil,USA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Barber Ramon,USA,0.0,4.0,0.0,0.0,2.0,0.0,2.0,0
Barber Tony,USA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Barberena Bryan,USA,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0
Barberena Kevin,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Barberena Kody,USA,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
Barborik Vojto,SVK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Barbosa Ailton,USA,3.0,2.0,0.0,1.0,0.0,2.0,0.0,0
Barbosa Alisson,BRA,1.0,3.0,0.0,0.0,2.0,1.0,0.0,0
Barbosa Aritano,BRA,1.0,3.0,0.0,0.0,2.0,0.0,1.0,0
Barbosa Charles,BRA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Barbosa Daniel,BRA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Barbosa Diego,BRA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Barbosa Eric,BRA,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Barbosa Fernanda,BRA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Barbosa Huinderton,BRA,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
Barbosa Lincoln,BRA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Barbosa Lucas,BRA,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0
Barbosa Luiz,BRA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Barbosa Marcelo,BRA,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0
Barbosa Marcio,BRA,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0
Barbosa Paty,BRA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Barbosa Paulo,BRA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Barbosa Rafael,BRA,0.0,0.0,0.0,5.0,0.0,3.0,2.0,0
Barbosa Robson,BRA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Barbosa Rodrigo,BRA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
Barbosa Sergio,BRA,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0
Barbosa Stenio,BRA,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0
Barbosa Thiago,BRA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Barbosa Vanderson,BRA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Barbosa de Lima Dione Silva,BRA,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Barbosa de lima Julierme,BRA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Barbosa de Lima Junior,BRA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Barbosa de Melo Stanley,BRA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
