Full_Name,Country,Decision,Wins_By_KO,Loses_By_KO,Wins_By_Submission,Loses_By_Submission
Illiasov Alexander,MEX,0.0,0.0,1.0,0.0,0.0
Illoukhine Mikhail,MEX,0.0,0.0,0.0,0.0,1.0
Ilman Ilman,MEX,0.0,0.0,1.0,0.0,0.0
Ilmen Mika,MEX,0.0,0.0,1.0,0.0,0.0
Iloukhine Mikhail,MEX,0.0,0.0,1.0,0.0,0.0
Ilyasov Shamil,MEX,0.0,0.0,2.0,0.0,0.0
Ilyasov Sunnat,KAZ,0.0,0.0,1.0,0.0,0.0
Ilyin Yuri,KAZ,0.0,0.0,1.0,0.0,0.0
Ilyukhin Mikhail,RUS,0.0,0.0,1.0,0.0,0.0
Imada Toby,RUS,0.0,1.0,1.0,6.0,2.0
Imadaev Zelim,RUS,0.0,8.0,1.0,0.0,1.0
Imaev Movsar,RUS,0.0,0.0,0.0,0.0,1.0
Imai Shunya,RUS,0.0,0.0,1.0,0.0,0.0
Imaizumi Kentaro,RUS,0.0,0.0,0.0,0.0,0.0
Imamura Yusuke,RUS,0.0,0.0,1.0,0.0,2.0
Iman Eric,RUS,0.0,0.0,1.0,0.0,0.0
Imanari Masakazu,JPN,0.0,0.0,2.0,7.0,0.0
Imavov Daguir,JPN,1.0,0.0,0.0,0.0,1.0
Imavov Nassourdine,RUS,0.0,5.0,0.0,4.0,1.0
Imazaki Seijo,RUS,0.0,0.0,1.0,0.0,0.0
Imbierski Tobiasz,POL,0.0,0.0,1.0,0.0,0.0
Imegiato Tarcisio,POL,0.0,0.0,0.0,0.0,1.0
Imes Brad,USA,0.0,0.0,1.0,0.0,1.0
Imes Brian,USA,0.0,0.0,2.0,0.0,0.0
Imhoff Adam,USA,0.0,0.0,2.0,0.0,1.0
Imhoff Ron,USA,0.0,0.0,2.0,0.0,1.0
Iminzhanov Tynchtykbek,KGZ,0.0,0.0,0.0,0.0,1.0
Imperador Alexandre,KGZ,0.0,0.0,1.0,0.0,0.0
Imperato Michael,KGZ,0.0,0.0,0.0,1.0,1.0
Imran Muhammad,KGZ,0.0,0.0,1.0,0.0,0.0
in 't Veld Olaf,KGZ,0.0,0.0,0.0,0.0,1.0
Inaba Kanako,KGZ,0.0,0.0,1.0,0.0,0.0
Inaba Satoshi,JPN,0.0,5.0,0.0,1.0,3.0
Inaba Sumiko,USA,0.0,2.0,0.0,1.0,0.0
Inaba Tsutomu,USA,0.0,0.0,0.0,0.0,0.0
Inacio Jonathan,USA,0.0,0.0,0.0,0.0,0.0
Inagaki Katsuomi,USA,0.0,0.0,0.0,0.0,1.0
Inarritu Misael,MEX,0.0,0.0,2.0,1.0,0.0
Inatsu Wataru,MEX,0.0,0.0,0.0,1.0,1.0
Inchaustegui Yoandi,MEX,0.0,0.0,0.0,0.0,1.0
Indich Chris,AUS,0.0,2.0,2.0,2.0,0.0
Indio Guerreiro Claudio,BRA,0.0,0.0,0.0,0.0,1.0
Indra Ade,BRA,0.0,0.0,1.0,0.0,0.0
Ineichen Matt,USA,0.0,0.0,1.0,0.0,0.0
Infante Sost,USA,0.0,0.0,1.0,0.0,0.0
Ing Ricky,USA,0.0,0.0,0.0,0.0,0.0
Inge Mark,USA,0.0,0.0,0.0,0.0,0.0
Ingeneri Asha,USA,0.0,0.0,0.0,0.0,1.0
Inger Olof,USA,0.0,0.0,0.0,0.0,0.0
Ingle Larry,USA,0.0,0.0,0.0,0.0,0.0
Ingram Chay,USA,0.0,0.0,0.0,0.0,1.0
Ingram Prentice,USA,0.0,0.0,1.0,0.0,0.0
Ingram Scott,USA,0.0,0.0,0.0,0.0,0.0
Ingram Steve,USA,0.0,0.0,1.0,0.0,1.0
Ingrassia Paul,USA,0.0,0.0,1.0,0.0,0.0
Inhofer Noah,USA,0.0,0.0,3.0,0.0,0.0
Inhoff James,USA,0.0,0.0,0.0,0.0,1.0
Iniguez Luis,USA,0.0,0.0,0.0,0.0,1.0
Iniong Gina,PHI,0.0,0.0,0.0,1.0,1.0
Inkeroinen Teemu,PHI,0.0,0.0,0.0,0.0,0.0
Inkumsah Paapa,PHI,0.0,0.0,0.0,0.0,0.0
Inman Chris,PHI,0.0,0.0,0.0,0.0,0.0
Inman Matt,ENG,0.0,9.0,6.0,8.0,3.0
Inocencio Conde Reinaldo,CUB,0.0,0.0,1.0,0.0,0.0
Inocente Carlos,BRA,0.0,0.0,0.0,0.0,0.0
Inocente Guto,BRA,0.0,3.0,1.0,2.0,2.0
Inoue Atsushi,BRA,0.0,0.0,0.0,0.0,1.0
Inoue Egan,BRA,0.0,1.0,2.0,1.0,0.0
Inoue Enson,BRA,0.0,0.0,2.0,3.0,1.0
Inoue Hideru,BRA,1.0,0.0,0.0,0.0,0.0
Inoue Katsuya,BRA,2.0,1.0,3.0,0.0,1.0
Inoue Manabu,BRA,1.0,0.0,0.0,0.0,0.0
Inoue Masaya,BRA,0.0,0.0,0.0,0.0,0.0
Inoue Mizuki,JPN,0.0,0.0,0.0,9.0,0.0
Inoue Naoki,JPN,0.0,1.0,0.0,0.0,0.0
Inoue Seigo,JPN,0.0,0.0,1.0,0.0,0.0
Inoue Shunsuke,JPN,0.0,0.0,4.0,0.0,0.0
Inoue Takeshi,JPN,0.0,4.0,1.0,0.0,1.0
Inseto Henrique,JPN,0.0,0.0,1.0,0.0,0.0
Inskeep Brandon,JPN,0.0,0.0,0.0,0.0,0.0
Interiano George,JPN,0.0,0.0,0.0,0.0,0.0
Interiano Jorge,JPN,0.0,1.0,0.0,0.0,1.0
Inzhel Erkinbek,KAZ,0.0,0.0,0.0,0.0,1.0
Ioannou Costa,RSA,0.0,0.0,0.0,0.0,1.0
Iobidze Giga,RSA,0.0,0.0,1.0,0.0,0.0
Iodice Patrick,RSA,0.0,1.0,0.0,0.0,0.0
Ione Lavinia,RSA,0.0,0.0,1.0,0.0,0.0
Ionel Sergei,RSA,0.0,0.0,0.0,0.0,1.0
Ionov Alexandr,RUS,0.0,0.0,1.0,0.0,0.0
Iorio Phillipe,RUS,0.0,0.0,0.0,0.0,0.0
Iovine Luca,ITA,0.0,3.0,1.0,5.0,0.0
Irashanov Ismail,ITA,0.0,0.0,0.0,0.0,2.0
Irashanov Shamil,ITA,0.0,0.0,0.0,0.0,0.0
Ireland Daniel,ITA,0.0,0.0,0.0,0.0,1.0
Ireland Jason,USA,0.0,0.0,0.0,1.0,3.0
Irfan Mohammad,MAS,0.0,0.0,0.0,0.0,1.0
Irias Heydi,MAS,0.0,0.0,1.0,0.0,0.0
Irie Hidetada,MAS,0.0,0.0,1.0,0.0,0.0
Irie Pedro,BRA,0.0,1.0,0.0,0.0,1.0
Irigoitia Carlos,BRA,0.0,0.0,0.0,0.0,1.0
Irineu de Castro Leonir,BRA,0.0,0.0,1.0,0.0,0.0
Irisson Abdias,BRA,0.0,0.0,1.0,0.0,0.0
Irizarry Ortiz Michael,BRA,0.0,3.0,1.0,6.0,0.0
Irlitsin Dmitriy,BRA,0.0,0.0,1.0,0.0,0.0
Irons Jacob,BRA,0.0,0.0,0.0,0.0,1.0
Irvin Eric,BRA,0.0,0.0,0.0,0.0,1.0
Irvin James,USA,0.0,0.0,0.0,3.0,3.0
Irvine Chris,USA,0.0,0.0,0.0,1.0,1.0
Irvine Glenn,USA,0.0,0.0,1.0,0.0,0.0
Irving Peter,USA,0.0,0.0,0.0,2.0,0.0
Irwin Jon,USA,0.0,0.0,1.0,0.0,0.0
Irymek Aleks,USA,0.0,0.0,0.0,0.0,1.0
Isabaev Alym,USA,0.0,0.0,1.0,0.0,0.0
Isabel Franklin,USA,0.0,0.0,5.0,0.0,2.0
Isabel Gil,USA,0.0,0.0,0.0,0.0,1.0
Isac John,GER,0.0,0.0,1.0,0.0,0.0
Isaev Ali,RUS,0.0,4.0,0.0,0.0,0.0
Isaev Beslan,RUS,0.0,2.0,2.0,1.0,2.0
Isaev Gadzhi,RUS,0.0,0.0,0.0,0.0,0.0
Isaev Magomed,RUS,0.0,0.0,0.0,0.0,0.0
Isagadzhiev Amirkhan,RUS,0.0,0.0,1.0,0.0,0.0
Isai Rogelio,RUS,0.0,0.0,0.0,0.0,1.0
Isakov Aliyor,RUS,0.0,0.0,1.0,0.0,1.0
Isakov Davrbek,RUS,0.0,0.0,1.0,0.0,0.0
Isakov Issa,RUS,0.0,0.0,1.0,1.0,0.0
Isaksson Arni,RUS,0.0,0.0,1.0,1.0,0.0
Isaksson Johannes,RUS,0.0,0.0,0.0,0.0,1.0
Isata Francisco,RUS,0.0,0.0,0.0,1.0,2.0
Isbell Roman,USA,0.0,0.0,0.0,0.0,0.0
Iseki Ryo,USA,0.0,0.0,0.0,0.0,0.0
Iseno Toshikazu,USA,0.0,0.0,0.0,0.0,0.0
Ishchenko Roman,UKR,0.0,0.0,0.0,0.0,1.0
Ishibashi Keita,UKR,0.0,0.0,2.0,0.0,0.0
Ishibashi Kota,JPN,0.0,0.0,0.0,1.0,1.0
Ishibashi Michiyuki,JPN,1.0,0.0,0.0,0.0,1.0
Ishida Katsuya,JPN,0.0,0.0,1.0,0.0,0.0
Ishida Mitsuhiro,JPN,0.0,0.0,4.0,2.0,1.0
Ishida Yudai,JPN,0.0,0.0,0.0,0.0,1.0
Ishigami Yasutaka,JPN,0.0,0.0,0.0,0.0,0.0
Ishige Daizo,JPN,0.0,0.0,0.0,0.0,0.0
Ishige Rika,JPN,0.0,0.0,0.0,0.0,1.0
Ishiguro Peter,JPN,0.0,0.0,1.0,0.0,0.0
Ishihara Miwako,JPN,0.0,0.0,0.0,0.0,0.0
Ishihara Teruto,JPN,0.0,8.0,1.0,0.0,2.0
Ishii Daisuke,JPN,1.0,0.0,0.0,0.0,0.0
Ishii Hayato,JPN,0.0,0.0,1.0,0.0,0.0
Ishii Satoshi,CRO,0.0,2.0,6.0,9.0,0.0
Ishii Takuma,CRO,1.0,0.0,0.0,0.0,2.0
Ishii Toshiteru,CRO,0.0,0.0,1.0,0.0,0.0
Ishikawa Eiji,CRO,2.0,0.0,1.0,0.0,0.0
Ishikawa Fumitoshi,CRO,0.0,0.0,0.0,0.0,1.0
Ishikawa Kikuyo,JPN,0.0,1.0,0.0,3.0,1.0
Ishikawa Yoshiyuki,JPN,0.0,0.0,0.0,0.0,1.0
Ishikawa Yuki,JPN,0.0,0.0,1.0,0.0,0.0
Ishioka Saori,JPN,0.0,0.0,0.0,0.0,3.0
Ishiwatari Shintaro,JPN,0.0,9.0,5.0,2.0,1.0
Ishizawa Daisuke,JPN,0.0,1.0,1.0,0.0,0.0
Ishizawa Tokimitsu,JPN,0.0,1.0,2.0,0.0,2.0
Ishizuka Koichi,JPN,0.0,0.0,1.0,0.0,0.0
Ishizuka Yuma,JPN,0.0,0.0,1.0,0.0,0.0
Isip Jay,JPN,0.0,0.0,1.0,0.0,2.0
Isip Jay,JPN,0.0,0.0,0.0,0.0,0.0
Isip Jerome,JPN,0.0,0.0,1.0,0.0,1.0
Iskarenova Alla,JPN,0.0,0.0,0.0,0.0,1.0
Islam Mohammed,ENG,0.0,0.0,0.0,0.0,0.0
Islami Benjamin,ENG,0.0,0.0,1.0,0.0,0.0
Islamov Yusup,ENG,0.0,0.0,1.0,0.0,0.0
Ismael Romulo,BRA,0.0,0.0,0.0,0.0,1.0
Ismael Soro,BRA,0.0,0.0,1.0,0.0,0.0
Ismagulov Damir,RUS,0.0,0.0,0.0,1.0,0.0
Ismail Amir,RUS,0.0,0.0,1.0,0.0,0.0
Ismail Wallid,EGY,0.0,0.0,1.0,1.0,0.0
Ismailov Albert,RUS,0.0,0.0,1.0,0.0,0.0
Ismailov Davron,RUS,0.0,0.0,1.0,0.0,0.0
Ismailov Magomed,RUS,0.0,1.0,0.0,0.0,1.0
Ismailov Nurbek,KGZ,0.0,0.0,1.0,0.0,0.0
Ismailov Ramin,KGZ,0.0,0.0,0.0,0.0,1.0
Ismailov Shamil,KGZ,0.0,0.0,0.0,1.0,0.0
Ismailov Sodik,KGZ,0.0,0.0,0.0,0.0,1.0
Ismailov Temir-Sultan,KGZ,0.0,0.0,0.0,0.0,1.0
Ismailov Timur,KGZ,0.0,0.0,0.0,0.0,1.0
Ismiev Jafar,KGZ,0.0,0.0,0.0,0.0,0.0
Ismoilov Chinar,KGZ,0.0,0.0,0.0,0.0,1.0
Isozaki Norimasa,KGZ,1.0,0.0,0.0,0.0,0.0
Israel Mario,BRA,0.0,1.0,1.0,0.0,0.0
Israfilov Mirza,RUS,0.0,0.0,0.0,0.0,1.0
Issa Fabio,RUS,0.0,0.0,1.0,0.0,0.0
Issa Leandro,BRA,0.0,2.0,4.0,0.0,0.0
Issouf Babia,BRA,0.0,0.0,0.0,0.0,0.0
Istomin Mikhail,BRA,0.0,0.0,1.0,0.0,1.0
Istrefi Valdrin,LIE,0.0,6.0,1.0,5.0,0.0
Itagaki Morikazu,LIE,0.0,0.0,1.0,0.0,0.0
Itaya Kazuki,LIE,0.0,0.0,1.0,0.0,0.0
Ito Asuka,LIE,0.0,0.0,1.0,0.0,0.0
Ito Hiroyuki,LIE,0.0,0.0,0.0,0.0,0.0
Ito Junji,JPN,1.0,0.0,1.0,0.0,1.0
Ito Kazuhiro,JPN,1.0,0.0,1.0,0.0,2.0
Ito Kenichi,JPN,2.0,0.0,3.0,0.0,0.0
Ito Seiichiro,JPN,0.0,0.0,1.0,0.0,0.0
Ito Takafumi,JPN,2.0,0.0,1.0,0.0,1.0
Ito Takashi,JPN,0.0,0.0,1.0,0.0,0.0
Iuliano Simone,JPN,0.0,0.0,0.0,0.0,1.0
Ivan Ivan,JPN,0.0,0.0,1.0,0.0,0.0
Ivanciov Nikita,JPN,0.0,0.0,1.0,0.0,0.0
Ivanenko Matvey,JPN,0.0,0.0,1.0,0.0,0.0
Ivanets Denis,JPN,0.0,0.0,0.0,0.0,1.0
Ivanoba Natalia,JPN,0.0,0.0,0.0,0.0,0.0
Ivanov Alexei,RUS,0.0,6.0,1.0,4.0,2.0
Ivanov Blagoy,BUL,0.0,6.0,0.0,6.0,1.0
Ivanov Blagoy,BUL,0.0,0.0,0.0,0.0,0.0
Ivanov Dmitri,EST,0.0,1.0,1.0,0.0,0.0
Ivanov Iskren,BUL,0.0,0.0,1.0,0.0,0.0
Ivanov Ivan,BUL,0.0,0.0,0.0,0.0,1.0
Ivanov Pepi,BUL,0.0,0.0,1.0,0.0,1.0
Ivanov Radostin,BUL,0.0,0.0,1.0,0.0,0.0
Ivanov Vadim,USA,0.0,0.0,1.0,0.0,0.0
Ivanova Yuliya,USA,0.0,0.0,0.0,0.0,0.0
Ivanova Yuliyah,USA,0.0,0.0,0.0,0.0,0.0
Ivashkin Vladimir,RUS,0.0,0.0,1.0,0.0,0.0
Ivens Paul,RUS,0.0,0.0,0.0,0.0,0.0
Ivenskiy Evgeniy,RUS,0.0,0.0,0.0,0.0,1.0
Ivey Johnathan,RUS,0.0,0.0,5.0,0.0,0.0
Ivlev Yuri,RUS,0.0,1.0,3.0,0.0,1.0
Ivo Leonardo,RUS,0.0,0.0,1.0,0.0,0.0
Ivory Richie,RUS,0.0,0.0,0.0,0.0,1.0
Ivory Ritchie,RUS,0.0,0.0,0.0,0.0,1.0
Ivy Anthony,USA,0.0,5.0,2.0,3.0,2.0
Ivy Dimitre,USA,0.0,0.0,0.0,1.0,2.0
Iwakura Tsuyoshi,USA,0.0,0.0,1.0,0.0,0.0
Iwama Tomomi,USA,0.0,1.0,1.0,0.0,0.0
Iwamiya Tomoyoshi,USA,2.0,0.0,1.0,0.0,0.0
Iwamoto Akinori,USA,0.0,0.0,1.0,0.0,0.0
Iwamoto Eriko,JPN,0.0,0.0,0.0,0.0,1.0
Iwanowski Konrad,JPN,0.0,0.0,0.0,0.0,0.0
Iwasaki Johnny,JPN,0.0,0.0,2.0,0.0,1.0
Iwasaki Tatsuya,JPN,0.0,0.0,1.0,0.0,0.0
Iwase Shigetoshi,JPN,0.0,0.0,3.0,0.0,0.0
Iwata Keisuke,JPN,0.0,0.0,1.0,0.0,0.0
Izagakhmaev Saygid,JPN,0.0,2.0,0.0,0.0,0.0
Izakbaev Sirojiddin,JPN,0.0,0.0,0.0,0.0,1.0
Izansky Valeriy,JPN,0.0,0.0,1.0,0.0,1.0
Izar Salvador,JPN,0.0,0.0,1.0,0.0,0.0
Izidro Alexandre,JPN,0.0,0.0,2.0,0.0,0.0
Izoria Dimitri,JPN,0.0,0.0,0.0,0.0,1.0
Izotov Yuri,RUS,0.0,0.0,1.0,1.0,0.0
Izquierdo Yoislandy,USA,0.0,7.0,0.0,1.0,2.0
Izumi Hiroshi,USA,0.0,2.0,1.0,0.0,0.0
Izzard Devin,USA,0.0,0.0,0.0,0.0,1.0
